Year,Brand,Model,driven ,owners,fuel,prices,car type
2014,Maruti,Swift,69859,1,PETROL,395000,Hatchback
2020,Volkswagen,Polo,27746,1,PETROL,721000,Hatchback
2021,HYUNDAI,NEW,90716,1,DIESEL,856000,Hatchback
2020,Maruti,BALENO,10393,1,PETROL,781000,Hatchback
2018,Maruti,Alto,55019,1,PETROL,337000,Hatchback
2018,Hyundai,Grand,23874,1,PETROL,553000,Hatchback
2017,Maruti,IGNIS,48269,1,PETROL,576000,Hatchback
2021,Tata,Tiago,25399,1,PETROL,500000,Hatchback
2014,Maruti,SWIFT,65544,1,PETROL,466000,Hatchback
2018,Maruti,Celerio,81406,1,CNG,473000,Hatchback
2021,Hyundai,GRAND,26081,1,CNG,712000,Hatchback
2020,Maruti,Baleno,16885,1,PETROL,624000,Hatchback
2021,Renault,Kwid,17931,1,PETROL,446000,Hatchback
2019,Maruti,Celerio,6452,1,PETROL,459000,Hatchback
2015,Honda,Brio,30851,2,PETROL,440000,Hatchback
2017,Maruti,Baleno,29157,1,PETROL,541000,Hatchback
2014,Maruti,Celerio,56773,2,PETROL,322000,Hatchback
2017,Tata,Tiago,73948,2,PETROL,409000,Hatchback
2021,Maruti,Baleno,44141,1,PETROL,643000,Hatchback
2012,Maruti,Swift,57188,2,PETROL,333000,Hatchback
2019,Maruti,New,22863,2,PETROL,453000,Hatchback
2018,Maruti,Alto,8736,1,PETROL,334000,Hatchback
2019,Maruti,Baleno,39959,1,PETROL,568000,Hatchback
2015,Maruti,Swift,12346,1,PETROL,464000,Hatchback
2021,Maruti,Baleno,10440,1,PETROL,693000,Hatchback
2018,Maruti,Wagon,32330,1,PETROL,473000,Hatchback
2018,Maruti,Swift,48177,1,PETROL,652000,Hatchback
2014,Maruti,Swift,46247,2,PETROL,357600,Hatchback
2019,Renault,Kwid,49798,1,PETROL,393000,Hatchback
2017,Maruti,IGNIS,29406,2,PETROL,527000,Hatchback
2021,Maruti,New,49905,1,CNG,572000,Hatchback
2019,Maruti,SWIFT,39930,1,PETROL,613000,Hatchback
2016,Maruti,Baleno,86292,1,PETROL,521000,Hatchback
2017,Hyundai,Grand,50446,1,PETROL,491000,Hatchback
2018,Maruti,Alto,20932,1,PETROL,323000,Hatchback
2013,Hyundai,i10,71701,1,PETROL,274000,Hatchback
2016,Maruti,Swift,31324,2,PETROL,578000,Hatchback
2020,Maruti,Baleno,35053,1,PETROL,704000,Hatchback
2021,Maruti,New,44293,1,CNG,632000,Hatchback
2019,Maruti,SWIFT,63772,1,PETROL,540000,Hatchback
2021,Hyundai,GRAND,96192,1,CNG,647000,Hatchback
2018,Maruti,Baleno,20599,2,PETROL,617000,Hatchback
2019,Maruti,Baleno,26181,1,PETROL,685000,Hatchback
2010,Maruti,Wagon,32075,1,PETROL,184000,Hatchback
2015,Maruti,Swift,78540,1,PETROL,436000,Hatchback
2012,Maruti,Swift,24119,1,PETROL,332000,Hatchback
2014,Maruti,Swift,41552,1,PETROL,449000,Hatchback
2017,Maruti,SWIFT,71763,1,PETROL,502000,Hatchback
2019,Maruti,New,43726,1,CNG,550000,Hatchback
2020,Maruti,New,62629,1,CNG,606000,Hatchback
2015,Maruti,Celerio,48264,1,PETROL,377000,Hatchback
2015,Hyundai,Elite,59987,2,PETROL,567000,Hatchback
2019,Renault,Kwid,37390,1,PETROL,380000,Hatchback
2017,Hyundai,Grand,42956,2,PETROL,425000,Hatchback
2016,Hyundai,Elite,56614,1,PETROL,577000,Hatchback
2022,Tata,Tiago,31250,1,CNG,661000,Hatchback
2017,Hyundai,Grand,77972,1,PETROL,494000,Hatchback
2014,Hyundai,Grand,47731,1,PETROL,387000,Hatchback
2018,Tata,Tiago,79502,1,PETROL,443000,Hatchback
2021,Hyundai,GRAND,50380,1,CNG,677000,Hatchback
2016,Maruti,Baleno,25628,1,PETROL,557000,Hatchback
2015,HYUNDAI,GRAND,30105,1,PETROL,533000,Hatchback
2014,Maruti,Swift,67573,2,PETROL,378000,Hatchback
2014,Maruti,SWIFT,84447,1,PETROL,400000,Hatchback
2020,Maruti,New,46297,1,CNG,545000,Hatchback
2018,Maruti,Baleno,17328,2,PETROL,678000,Hatchback
2019,Maruti,Baleno,28991,1,PETROL,621000,Hatchback
2014,Hyundai,Elite,84625,1,PETROL,418000,Hatchback
2022,Tata,Tiago,13579,1,CNG,748000,Hatchback
2017,Hyundai,Grand,17815,1,PETROL,474000,Hatchback
2021,HYUNDAI,GRAND,18431,1,CNG,721000,Hatchback
2020,Hyundai,GRAND,40999,1,PETROL,684000,Hatchback
2013,HYUNDAI,I10,50384,1,PETROL,262000,Hatchback
2015,Maruti,BALENO,45242,1,PETROL,544000,Hatchback
2020,Maruti,SWIFT,51768,1,PETROL,531000,Hatchback
2016,Hyundai,Elite,46380,1,PETROL,617000,Hatchback
2015,Maruti,Swift,37290,1,PETROL,480000,Hatchback
2015,HONDA,JAZZ,29074,2,PETROL,493000,Hatchback
2019,Maruti,Baleno,17266,1,PETROL,637000,Hatchback
2021,Maruti,New,95966,1,CNG,564000,Hatchback
2020,Hyundai,GRAND,18200,1,PETROL,812000,Hatchback
2018,Maruti,Swift,79319,1,PETROL,562000,Hatchback
2020,TOYOTA,Glanza,21627,1,PETROL,754000,Hatchback
2017,HYUNDAI,GRAND,35810,2,CNG,451000,Hatchback
2018,Maruti,Alto,18750,1,PETROL,309000,Hatchback
2012,Maruti,Alto,35297,1,PETROL,210000,Hatchback
2021,Maruti,Alto,34832,1,CNG,439000,Hatchback
2021,Maruti,Baleno,19503,2,PETROL,810000,Hatchback
2015,HYUNDAI,GRAND,40103,1,PETROL,499000,Hatchback
2015,HYUNDAI,ELITE,43119,2,PETROL,551000,Hatchback
2021,Maruti,Alto,67623,1,CNG,449000,Hatchback
2021,Maruti,Baleno,14311,1,PETROL,728000,Hatchback
2019,Maruti,New,39788,1,CNG,531000,Hatchback
2018,Maruti,ALTO,41768,1,PETROL,328000,Hatchback
2015,Hyundai,Elite,61194,1,PETROL,508000,Hatchback
2016,Maruti,BALENO,84620,2,PETROL,465000,Hatchback
2013,HONDA,BRIO,50574,1,PETROL,285000,Hatchback
2022,TATA,TIAGO,4112,1,CNG,684000,Hatchback
2017,Maruti,Baleno,20560,1,PETROL,593000,Hatchback
2019,Maruti,Baleno,51369,1,PETROL,688000,Hatchback
2019,TATA,TIAGO,81827,1,PETROL,554000,Hatchback
2021,Maruti,Celerio,10723,1,PETROL,641000,Hatchback
2014,HYUNDAI,ELITE,55240,1,PETROL,526000,Hatchback
2021,Maruti,Baleno,19875,1,PETROL,702000,Hatchback
2019,Maruti,New,92418,1,CNG,530000,Hatchback
2011,Hyundai,i10,56652,2,PETROL,232000,Hatchback
2021,DATSUN,REDI,7330,1,PETROL,379000,Hatchback
2016,Hyundai,Elite,24616,1,PETROL,586000,Hatchback
2018,Maruti,Baleno,24674,2,PETROL,567000,Hatchback
2021,Maruti,SWIFT,58838,1,PETROL,673000,Hatchback
2019,Maruti,New,74173,1,CNG,554000,Hatchback
2020,Maruti,New,23040,1,CNG,599000,Hatchback
2016,Maruti,Baleno,50935,2,PETROL,495000,Hatchback
2019,Maruti,Baleno,24713,1,PETROL,724000,Hatchback
2017,Maruti,Baleno,57559,1,PETROL,533000,Hatchback
2020,Maruti,Baleno,18446,2,PETROL,570000,Hatchback
2019,Maruti,Swift,47964,1,PETROL,618000,Hatchback
2020,TATA,ALTROZ,32089,1,PETROL,623000,Hatchback
2020,Toyota,Glanza,26014,1,PETROL,825000,Hatchback
2017,Hyundai,Grand,41579,1,PETROL,484000,Hatchback
2021,Maruti,Alto,27451,1,CNG,447000,Hatchback
2019,Maruti,Baleno,48397,2,PETROL,601000,Hatchback
2014,Hyundai,i10,40013,1,PETROL,312000,Hatchback
2012,Maruti,Swift,41110,1,PETROL,309000,Hatchback
2020,Renault,Kwid,13250,1,PETROL,470000,Hatchback
2021,Maruti,New,33874,1,CNG,595000,Hatchback
2022,Maruti,Celerio,39007,1,CNG,608000,Hatchback
2020,HYUNDAI,ELITE,44394,1,PETROL,710000,Hatchback
2021,Maruti,Alto,26771,1,CNG,437000,Hatchback
2020,Maruti,Alto,16722,1,PETROL,356000,Hatchback
2017,Hyundai,GRAND,15238,1,PETROL,500000,Hatchback
2017,Maruti,Baleno,53372,1,PETROL,577000,Hatchback
2017,Maruti,Baleno,43381,1,PETROL,549000,Hatchback
2011,Hyundai,i10,33084,1,PETROL,231000,Hatchback
2019,Hyundai,NEW,38298,1,CNG,547000,Hatchback
2016,Maruti,Baleno,28131,2,PETROL,517000,Hatchback
2022,Maruti,Alto,16482,1,CNG,500000,Hatchback
2019,Maruti,New,72103,1,CNG,530000,Hatchback
2013,Hyundai,i10,61649,2,PETROL,290000,Hatchback
2021,Maruti,Baleno,45046,2,PETROL,894000,Hatchback
2016,Hyundai,GRAND,42428,1,PETROL,441000,Hatchback
2021,Maruti,Baleno,10401,1,PETROL,756000,Hatchback
2019,Maruti,Baleno,47834,1,PETROL,611000,Hatchback
2021,Maruti,New,35724,1,CNG,641000,Hatchback
2017,Maruti,BALENO,86541,1,PETROL,600000,Hatchback
2015,Hyundai,Grand,37967,1,PETROL,422000,Hatchback
2019,Maruti,BALENO,47644,1,PETROL,687000,Hatchback
2017,Maruti,Baleno,56757,1,PETROL,555000,Hatchback
2018,Maruti,IGNIS,24588,2,PETROL,558000,Hatchback
2019,Renault,Kwid,19797,1,PETROL,375000,Hatchback
2019,HYUNDAI,GRAND,17925,1,PETROL,574000,Hatchback
2017,Maruti,BALENO,74148,1,PETROL,546000,Hatchback
2018,Nissan,Micra,18993,2,PETROL,473000,Hatchback
2019,Maruti,New,95841,1,CNG,527000,Hatchback
2018,HYUNDAI,GRAND,34557,1,CNG,531000,Hatchback
2018,Maruti,Baleno,50789,1,DIESEL,595000,Hatchback
2016,HYUNDAI,ELITE,37871,1,PETROL,611000,Hatchback
2020,Maruti,Alto,28756,1,PETROL,396000,Hatchback
2022,Maruti,Alto,23867,1,PETROL,422000,Hatchback
2021,Maruti,CELERIO,9647,1,PETROL,506000,Hatchback
2017,Maruti,Baleno,41947,1,PETROL,589000,Hatchback
2015,Maruti,Swift,33431,1,PETROL,406000,Hatchback
2016,HYUNDAI,ELITE,35977,1,PETROL,609000,Hatchback
2020,Maruti,New,45694,1,CNG,615000,Hatchback
2017,Maruti,Baleno,67286,1,PETROL,566000,Hatchback
2016,HYUNDAI,ELITE,66877,1,PETROL,595000,Hatchback
2012,Maruti,Alto,30029,1,PETROL,212000,Hatchback
2019,Maruti,Baleno,34496,1,PETROL,633000,Hatchback
2019,Hyundai,NEW,80157,1,CNG,541000,Hatchback
2021,Maruti,New,36993,1,CNG,592000,Hatchback
2016,Honda,Jazz,51908,1,PETROL,526000,Hatchback
2020,Maruti,Baleno,23849,1,PETROL,761000,Hatchback
2021,TATA,TIAGO,5676,2,PETROL,591000,Hatchback
2016,Maruti,Baleno,92890,1,PETROL,527000,Hatchback
2016,Maruti,BALENO,36594,1,PETROL,552000,Hatchback
2018,Hyundai,Grand,15290,2,PETROL,519000,Hatchback
2021,Maruti,Swift,21001,1,PETROL,733000,Hatchback
2019,Maruti,New,97574,1,CNG,521000,Hatchback
2011,Hyundai,i20,72523,1,PETROL,223000,Hatchback
2022,Hyundai,NEW,27064,1,CNG,600250,Hatchback
2019,DATSUN,REDI,18092,1,PETROL,309000,Hatchback
2021,Maruti,New,33652,1,CNG,633000,Hatchback
2017,Maruti,Baleno,20275,1,PETROL,530000,Hatchback
2018,Maruti,BALENO,53683,1,CNG,566000,Hatchback
2020,Maruti,Baleno,54205,1,PETROL,718000,Hatchback
2019,Maruti,BALENO,31867,1,PETROL,737000,Hatchback
2018,Maruti,Swift,48274,2,PETROL,589000,Hatchback
2018,Honda,Jazz,34991,1,PETROL,687000,Hatchback
2021,Hyundai,NEW,5603,1,PETROL,683000,Hatchback
2019,Maruti,New,35732,2,CNG,548000,Hatchback
2010,Maruti,Ritz,81744,1,PETROL,183000,Hatchback
2021,Maruti,Baleno,18885,1,PETROL,723000,Hatchback
2020,Hyundai,NEW,32179,1,CNG,598000,Hatchback
2020,Hyundai,GRAND,21706,1,PETROL,623000,Hatchback
2021,Maruti,New,17189,1,CNG,645000,Hatchback
2020,Maruti,New,73629,1,CNG,538000,Hatchback
2018,Hyundai,Grand,47633,2,CNG,498000,Hatchback
2019,HYUNDAI,NEW,68865,1,CNG,530000,Hatchback
2017,HYUNDAI,GRAND,47749,2,CNG,468000,Hatchback
2016,Maruti,Baleno,50090,1,PETROL,551000,Hatchback
2018,Maruti,Baleno,50466,2,PETROL,588000,Hatchback
2019,HYUNDAI,NEW,59157,1,CNG,558000,Hatchback
2017,Hyundai,Grand,28749,1,PETROL,524000,Hatchback
2020,Maruti,IGNIS,46300,1,PETROL,617000,Hatchback
2010,Maruti,Alto,79011,1,PETROL,177000,Hatchback
2017,Hyundai,Grand,19924,1,PETROL,532000,Hatchback
2021,Maruti,Swift,11210,1,PETROL,687000,Hatchback
2016,Honda,Jazz,50806,1,PETROL,482000,Hatchback
2021,Maruti,New,44203,1,CNG,621000,Hatchback
2021,Hyundai,GRAND,22393,1,CNG,743000,Hatchback
2021,Hyundai,GRAND,30318,1,CNG,739000,Hatchback
2022,RENAULT,KWID,5221,1,PETROL,562000,Hatchback
2021,Maruti,SWIFT,51558,1,PETROL,567000,Hatchback
2019,Maruti,Baleno,53360,1,PETROL,628000,Hatchback
2017,Maruti,Baleno,54410,1,PETROL,532000,Hatchback
2020,Hyundai,GRAND,44937,1,CNG,672000,Hatchback
2018,Maruti,Baleno,38574,1,PETROL,595000,Hatchback
2018,Maruti,Wagon,56157,1,PETROL,432000,Hatchback
2018,Datsun,Redi,33936,1,PETROL,290000,Hatchback
2017,Maruti,Baleno,39961,1,PETROL,545000,Hatchback
2021,HYUNDAI,GRAND,34714,1,CNG,749000,Hatchback
2019,HYUNDAI,NEW,33057,1,CNG,605200,Hatchback
2012,Hyundai,i10,58981,1,PETROL,262000,Hatchback
2018,Maruti,BALENO,60525,1,PETROL,566000,Hatchback
2019,Maruti,Celerio,70823,1,CNG,480000,Hatchback
2017,Hyundai,Grand,57438,2,PETROL,524000,Hatchback
2020,Maruti,ALTO,34993,1,PETROL,358000,Hatchback
2013,Maruti,Alto,43202,1,PETROL,220000,Hatchback
2015,Maruti,SWIFT,10056,2,PETROL,450000,Hatchback
2022,Renault,Kwid,15801,1,PETROL,581000,Hatchback
2021,Maruti,New,18543,1,PETROL,581000,Hatchback
2021,Maruti,ALTO,32927,1,CNG,454000,Hatchback
2020,Maruti,S,72784,1,PETROL,392000,Hatchback
2017,Maruti,Baleno,25298,1,PETROL,577000,Hatchback
2010,Maruti,Swift,49115,1,PETROL,226000,Hatchback
2018,Maruti,Baleno,24282,1,PETROL,603000,Hatchback
2017,Maruti,Baleno,13053,1,PETROL,636000,Hatchback
2019,Maruti,New,53085,1,CNG,575000,Hatchback
2022,HYUNDAI,GRAND,17428,1,CNG,772000,Hatchback
2015,Honda,Jazz,47939,1,PETROL,495000,Hatchback
2021,Hyundai,NEW,54826,1,CNG,567000,Hatchback
2018,Maruti,Alto,42611,1,PETROL,310000,Hatchback
2017,Maruti,IGNIS,39181,2,PETROL,530000,Hatchback
2015,Hyundai,Grand,74732,1,PETROL,469000,Hatchback
2015,HYUNDAI,ELITE,75110,2,CNG,543000,Hatchback
2010,Maruti,Swift,36986,1,PETROL,205000,Hatchback
2017,Hyundai,GRAND,25091,1,PETROL,502000,Hatchback
2019,Hyundai,NEW,25411,1,PETROL,501000,Hatchback
2013,Honda,Brio,97470,1,PETROL,287000,Hatchback
2020,TATA,ALTROZ,24268,1,PETROL,758000,Hatchback
2020,Maruti,Baleno,10869,1,PETROL,807000,Hatchback
2020,Tata,ALTROZ,21479,1,PETROL,753000,Hatchback
2021,Hyundai,NEW,53039,1,CNG,554000,Hatchback
2017,Maruti,Alto,39548,1,PETROL,332000,Hatchback
2018,Maruti,Alto,18486,1,PETROL,326000,Hatchback
2018,Maruti,Alto,46076,2,PETROL,318000,Hatchback
2019,Maruti,S,4517,1,PETROL,417000,Hatchback
2015,HYUNDAI,GRAND,15890,1,PETROL,496000,Hatchback
2021,Maruti,Alto,22081,1,CNG,490000,Hatchback
2015,Honda,Jazz,57850,1,PETROL,467000,Hatchback
2021,Maruti,Alto,10329,1,PETROL,410000,Hatchback
2017,Maruti,Baleno,37706,1,PETROL,566000,Hatchback
2016,Hyundai,Grand,32594,1,PETROL,493000,Hatchback
2011,Maruti,SWIFT,73738,2,PETROL,250000,Hatchback
2021,Maruti,Alto,21969,1,PETROL,390000,Hatchback
2020,Tata,ALTROZ,20986,1,PETROL,788000,Hatchback
2011,Maruti,Wagon,22866,1,PETROL,232000,Hatchback
2020,Maruti,New,37940,1,CNG,601000,Hatchback
2021,Maruti,New,54602,1,CNG,598000,Hatchback
2022,Tata,Tiago,30399,1,CNG,734000,Hatchback
2019,Maruti,Celerio,71910,1,CNG,496000,Hatchback
2018,Maruti,ALTO,28050,2,PETROL,327000,Hatchback
2021,Maruti,SWIFT,32161,1,PETROL,567000,Hatchback
2020,Hyundai,NEW,56867,1,CNG,528000,Hatchback
2020,Maruti,BALENO,30469,1,PETROL,705000,Hatchback
2021,Tata,ALTROZ,37539,1,DIESEL,880000,Hatchback
2021,Renault,Kwid,13146,2,PETROL,382000,Hatchback
2011,Maruti,Zen,87929,1,PETROL,170000,Hatchback
2021,Maruti,New,63818,1,CNG,616000,Hatchback
2012,Hyundai,i10,50514,2,PETROL,252000,Hatchback
2021,HYUNDAI,NEW,39295,1,CNG,622000,Hatchback
2020,Maruti,S,29963,1,PETROL,447000,Hatchback
2013,Maruti,SWIFT,36358,1,PETROL,347000,Hatchback
2022,Maruti,S,3878,1,PETROL,557000,Hatchback
2022,Tata,ALTROZ,7097,1,PETROL,721000,Hatchback
2022,RENAULT,KWID,5943,1,PETROL,562000,Hatchback
2016,Maruti,Alto,59423,1,PETROL,344000,Hatchback
2015,Maruti,SWIFT,47124,1,PETROL,451000,Hatchback
2014,Maruti,Wagon,54615,1,PETROL,327000,Hatchback
2015,Maruti,Baleno,41694,1,PETROL,513000,Hatchback
2019,Maruti,Baleno,11018,1,PETROL,684000,Hatchback
2020,Maruti,Alto,45647,1,PETROL,403000,Hatchback
2021,Tata,Tiago,21726,1,PETROL,591000,Hatchback
2021,Renault,Kwid,11917,1,PETROL,411000,Hatchback
2017,Honda,Jazz,25244,1,PETROL,622000,Hatchback
2020,Maruti,Celerio,53570,1,PETROL,442000,Hatchback
2019,Maruti,Baleno,19124,1,PETROL,706000,Hatchback
2021,Maruti,Alto,10900,1,PETROL,380000,Hatchback
2011,Maruti,Wagon,47816,2,PETROL,224000,Hatchback
2020,Maruti,Celerio,84583,1,CNG,500000,Hatchback
2014,Maruti,WAGON,43349,1,PETROL,307000,Hatchback
2021,Maruti,Celerio,4408,2,PETROL,506000,Hatchback
2021,Maruti,ALTO,26838,1,CNG,493000,Hatchback
2017,Maruti,CELERIO,56480,1,PETROL,421000,Hatchback
2010,Maruti,Swift,83023,1,PETROL,212000,Hatchback
2022,Honda,Jazz,11077,1,PETROL,930000,Hatchback
2021,Renault,Kwid,31433,1,PETROL,452000,Hatchback
2021,Maruti,ALTO,30310,1,CNG,433000,Hatchback
2019,Hyundai,Grand,25543,1,PETROL,576600,Hatchback
2020,Maruti,Celerio,50029,2,CNG,498000,Hatchback
2022,Hyundai,NEW,13722,1,DIESEL,949000,Hatchback
2018,Maruti,Alto,24796,1,PETROL,338000,Hatchback
2015,Maruti,Alto,34604,1,PETROL,295000,Hatchback
2022,Maruti,S,21211,1,PETROL,458000,Hatchback
2021,Renault,Kwid,7847,1,PETROL,406000,Hatchback
2019,HYUNDAI,NEW,80968,1,CNG,540000,Hatchback
2020,TATA,ALTROZ,23160,1,PETROL,704000,Hatchback
2020,Tata,ALTROZ,22143,1,PETROL,804000,Hatchback
2020,Maruti,CELERIO,74571,2,CNG,492000,Hatchback
2021,Hyundai,NEW,32150,1,CNG,581000,Hatchback
2022,Tata,TIAGO,18867,1,PETROL,674000,Hatchback
2017,Maruti,Alto,51892,1,PETROL,293000,Hatchback
2022,Maruti,New,42764,1,CNG,641000,Hatchback
2011,Maruti,Swift,81673,1,PETROL,231000,Hatchback
2020,Tata,ALTROZ,23332,1,PETROL,766000,Hatchback
2021,Hyundai,NEW,78260,1,CNG,577000,Hatchback
2019,Maruti,S,34493,1,PETROL,413000,Hatchback
2021,Hyundai,NEW,24565,1,CNG,563000,Hatchback
2020,Maruti,Alto,17215,1,PETROL,374000,Hatchback
2015,Maruti,Baleno,17970,1,PETROL,550000,Hatchback
2020,Hyundai,GRAND,79701,1,CNG,706000,Hatchback
2019,Maruti,SWIFT,10616,1,PETROL,537000,Hatchback
2022,Maruti,New,41972,1,CNG,686000,Hatchback
2019,Maruti,S,40254,1,PETROL,402000,Hatchback
2021,Renault,Kwid,21784,1,PETROL,392000,Hatchback
2016,HYUNDAI,GRAND,14929,2,PETROL,516000,Hatchback
2010,Maruti,ALTO,52162,1,PETROL,188000,Hatchback
2019,Datsun,Redi,19374,1,PETROL,328000,Hatchback
2021,Tata,ALTROZ,37762,1,DIESEL,895000,Hatchback
2022,Renault,Kwid,13872,1,PETROL,571000,Hatchback
2019,Maruti,Alto,25256,1,PETROL,366000,Hatchback
2015,Maruti,Alto,88047,1,PETROL,265000,Hatchback
2022,Maruti,S,12923,1,CNG,582000,Hatchback
2020,Maruti,Alto,25115,1,CNG,469000,Hatchback
2011,Maruti,Alto,39093,1,PETROL,186000,Hatchback
2022,Maruti,Alto,6742,1,PETROL,432000,Hatchback
2016,Maruti,Wagon,31559,2,PETROL,370000,Hatchback
2022,Maruti,S,7870,1,PETROL,565000,Hatchback
2020,Hyundai,GRAND,50262,1,PETROL,689000,Hatchback
2022,Hyundai,GRAND,23005,1,CNG,809000,Hatchback
2012,Maruti,A,74928,1,PETROL,241000,Hatchback
2021,Toyota,Glanza,24378,1,PETROL,840000,Hatchback
2015,Maruti,Baleno,56886,1,PETROL,569000,Hatchback
2011,Maruti,Alto,48360,1,PETROL,183000,Hatchback
2021,Maruti,S,19148,1,CNG,479000,Hatchback
2017,Honda,Jazz,60716,1,PETROL,619000,Hatchback
2020,Toyota,Glanza,38634,1,PETROL,753000,Hatchback
2015,Maruti,Baleno,12299,1,PETROL,522000,Hatchback
2011,Maruti,Wagon,53417,1,PETROL,234000,Hatchback
2014,Maruti,Alto,64158,1,PETROL,253000,Hatchback
2012,Maruti,A,84158,1,PETROL,242000,Hatchback
2021,Hyundai,NEW,89396,1,CNG,610000,Hatchback
2021,Maruti,S,24546,1,CNG,489000,Hatchback
2021,Renault,Kwid,22532,1,PETROL,413000,Hatchback
2022,Maruti,S,4762,1,CNG,566000,Hatchback
2018,Hyundai,Eon,33233,1,PETROL,350000,Hatchback
2012,Hyundai,Santro,8170,1,PETROL,198000,Hatchback
2019,Volkswagen,POLO,85697,1,DIESEL,716000,Hatchback
2015,Hyundai,Elite,52863,1,PETROL,495000,Hatchback
2015,Hyundai,Elite,70296,1,PETROL,443000,Hatchback
2018,Maruti,Swift,59124,1,PETROL,486000,Hatchback
2014,Maruti,SWIFT,65768,1,CNG,359000,Hatchback
2018,TATA,TIAGO,61865,1,CNG,405000,Hatchback
2017,Maruti,Alto,53679,1,CNG,286000,Hatchback
2018,Maruti,WAGON,66619,1,CNG,414000,Hatchback
2017,Maruti,Swift,44710,1,PETROL,438000,Hatchback
2016,Maruti,BALENO,89229,2,CNG,474000,Hatchback
2017,Hyundai,ELITE,89964,1,CNG,554000,Hatchback
2015,HYUNDAI,GRAND,56766,1,PETROL,374000,Hatchback
2021,Maruti,BALENO,62830,1,PETROL,528000,Hatchback
2020,Maruti,Swift,2297,2,PETROL,554000,Hatchback
2017,HYUNDAI,ELITE,62561,1,CNG,584000,Hatchback
2015,Maruti,WAGON,85038,1,CNG,313000,Hatchback
2016,Maruti,Swift,44818,1,PETROL,460000,Hatchback
2010,Maruti,SWIFT,80629,1,PETROL,178000,Hatchback
2019,Maruti,Alto,8973,1,PETROL,357000,Hatchback
2017,Tata,Tiago,44199,1,PETROL,450000,Hatchback
2010,Hyundai,i10,57257,1,PETROL,139000,Hatchback
2019,RENAULT,KWID,27647,2,CNG,382000,Hatchback
2014,Maruti,CELERIO,75009,1,PETROL,284000,Hatchback
2017,Datsun,Redi,71823,1,PETROL,230000,Hatchback
2015,Maruti,Wagon,75688,1,CNG,327000,Hatchback
2017,RENAULT,KWID,67451,2,PETROL,327000,Hatchback
2019,Hyundai,Elite,61470,1,DIESEL,689000,Hatchback
2015,Hyundai,Grand,65018,1,PETROL,368000,Hatchback
2017,RENAULT,KWID,62040,1,PETROL,208000,Hatchback
2018,Maruti,Celerio,37934,1,PETROL,378000,Hatchback
2015,Toyota,Etios,55801,1,PETROL,334000,Hatchback
2016,Maruti,Baleno,57964,1,PETROL,469000,Hatchback
2016,Maruti,BALENO,100486,1,PETROL,456000,Hatchback
2016,Maruti,Alto,26466,1,PETROL,260000,Hatchback
2020,Maruti,Swift,57644,1,PETROL,538000,Hatchback
2019,Maruti,New,81578,1,CNG,472000,Hatchback
2020,Maruti,Swift,18862,1,PETROL,562000,Hatchback
2019,Maruti,Swift,68809,1,CNG,537000,Hatchback
2021,Maruti,New,14396,1,CNG,576000,Hatchback
2018,Maruti,Alto,47124,2,CNG,321000,Hatchback
2017,RENAULT,KWID,62826,1,PETROL,278000,Hatchback
2012,Maruti,Swift,96958,1,PETROL,266000,Hatchback
2015,Maruti,ALTO,62108,1,PETROL,278000,Hatchback
2020,Maruti,Baleno,21864,2,PETROL,556000,Hatchback
2014,Maruti,SWIFT,79320,1,PETROL,355000,Hatchback
2016,Maruti,Alto,61606,1,PETROL,262000,Hatchback
2021,Maruti,Swift,29670,1,PETROL,552000,Hatchback
2014,Maruti,Swift,11716,1,PETROL,392000,Hatchback
2018,Maruti,Celerio,47995,1,CNG,420000,Hatchback
2011,Hyundai,i10,60974,2,PETROL,197000,Hatchback
2015,Maruti,Swift,39493,2,PETROL,409000,Hatchback
2018,Maruti,Baleno,28078,1,PETROL,586000,Hatchback
2016,Maruti,Celerio,45100,2,PETROL,384000,Hatchback
2017,Maruti,WAGON,83472,1,PETROL,329000,Hatchback
2016,Maruti,Swift,79267,1,PETROL,386000,Hatchback
2019,Maruti,New,77038,2,CNG,466000,Hatchback
2017,Maruti,SWIFT,81383,1,CNG,427000,Hatchback
2010,Maruti,Wagon,44760,1,PETROL,183000,Hatchback
2019,Maruti,Alto,46970,1,PETROL,279000,Hatchback
2019,Volkswagen,Polo,63391,1,PETROL,751000,Hatchback
2012,Hyundai,i10,51610,1,PETROL,268000,Hatchback
2016,Maruti,CELERIO,22794,1,PETROL,408000,Hatchback
2018,Hyundai,Grand,65158,1,CNG,452000,Hatchback
2018,Maruti,Baleno,39910,2,PETROL,506000,Hatchback
2018,Maruti,Wagon,26380,1,CNG,450000,Hatchback
2019,Tata,Tiago,33510,1,PETROL,487000,Hatchback
2019,Renault,Kwid,16602,1,PETROL,396000,Hatchback
2018,Maruti,Celerio,87130,1,CNG,428000,Hatchback
2018,Hyundai,Elite,53083,1,PETROL,587000,Hatchback
2018,Maruti,WAGON,60301,2,CNG,422000,Hatchback
2016,Maruti,Alto,68135,1,PETROL,261000,Hatchback
2015,Maruti,WAGON,57263,1,PETROL,357000,Hatchback
2015,Maruti,Wagon,56510,1,PETROL,319000,Hatchback
2012,Maruti,Wagon,42599,1,CNG,268000,Hatchback
2020,Maruti,New,51129,1,CNG,528000,Hatchback
2019,Maruti,Swift,16914,1,PETROL,553000,Hatchback
2010,Hyundai,i20,64580,2,PETROL,182000,Hatchback
